ID,present,WC_alt,WC_bio1,WC_bio4,WC_bio12,ER_minTempWarmest,lon,lat
340,0,1507,9.300000190734863,89.66999816894531,395,140,-103.20833333333334,39.541666666666664
341,0,3150,0.10000000149011612,75.62000274658203,647,38,-105.70833333333334,39.70833333333333
342,0,1163,7,96.55000305175781,367,125,-105.54166666666667,45.04166666666665
343,0,353,12.699999809265137,100.01000213623047,834,200,-97.04166666666669,38.95833333333333
344,0,944,12.800000190734863,92.80999755859375,455,183,-101.29166666666669,37.29166666666667
345,0,2766,2.299999952316284,73.04000091552734,561,47,-105.54166666666667,39.95833333333333
346,0,1958,2.4000000953674316,91.41999816894531,652,59,-111.29166666666667,44.458333333333314
347,0,198,14.399999618530273,83.79000091552734,1179,189,-91.95833333333336,36.04166666666667
348,0,244,7.300000190734863,107.38999938964844,794,153,-89.125,43.79166666666665
349,0,891,13.800000190734863,89.56999969482422,461,186,-101.29166666666669,36.70833333333334
350,0,1980,5.599999904632568,94.01000213623047,253,115,-107.54166666666667,42.875
351,0,734,3.5999999046325684,112.52999877929688,346,115,-107.875,50.4583333333333
352,0,498,18.100000381469727,78.2300033569336,633,224,-99.70833333333334,32.625
353,0,203,10.199999809265137,102.2699966430664,915,176,-90.625,41.04166666666666
354,0,351,14.399999618530273,96.12999725341797,752,209,-97.95833333333334,36.875
355,0,2123,2.299999952316284,75.660003662109375,588,52,-110.125,46.708333333333314
356,0,93,17.100000381469727,75.44000244140625,1296,209,-93.54166666666669,33.375
357,0,2074,10.5,66.660003662109375,438,119,-107.875,32.875
358,0,803,12.600000381469727,94.25,567,186,-100.04166666666669,37.54166666666667
359,0,1237,4.699999809265137,86.160003662109375,368,90,-112.70833333333333,48.625
360,0,2822,3,76.86000061035156,622,54,-108.125,38.29166666666667
361,0,84,21.899999618530273,64.5999984741211,572,228,-98.79166666666669,28.125
362,0,305,6.5,95.94000244140625,821,127,-85.54166666666669,44.458333333333314
