ID,present,WC_alt,WC_bio1,WC_bio4,WC_bio12,ER_minTempWarmest,lon,lat
363,0,630,14.5,90.19999694824219,622,201,-99.45833333333334,35.95833333333334
364,0,139,22.799999237060547,61.77000045776367,515,236,-99.375,26.625
365,0,2038,4.199999809265137,78.13999938964844,365,70,-109.04166666666667,44.208333333333314
366,0,304,15.199999809265137,90.75,868,212,-97.125,36.29166666666667
367,0,1167,9.199999809265137,93.12999725341797,384,146,-103.45833333333334,41.79166666666666
368,0,406,4.199999809265137,121.41000366210938,683,139,-94.79166666666669,46.625
369,0,243,14.399999618530273,79.2300033569336,1394,187,-86.95833333333336,35.45833333333334
370,0,524,12.300000190734863,99.80999755859375,686,194,-98.375,38.708333333333336
371,0,389,4.199999809265137,118.48999786376953,708,133,-93.95833333333334,46.708333333333314
372,0,318,16.100000381469727,84.19999694824219,958,210,-96.875,35.29166666666667
373,0,86,18.200000762939453,73.61000061035156,1178,220,-94.54166666666669,32.791666666666686
374,0,149,14.100000381469727,81.660003662109375,1374,185,-87.875,36.04166666666667
375,0,341,6.400000095367432,119.51000213623047,555,153,-96.625,45.625
376,0,145,18,73.76000213623047,1126,218,-95.04166666666669,32.375
377,0,1067,14.100000381469727,82.7699966430664,470,184,-102.04166666666669,35.29166666666667
378,0,878,8.399999618530273,99.80000305175781,546,151,-100.375,42.375
379,0,1883,11.600000381469727,67.54000091552734,379,135,-105.375,33.375
380,0,823,12.100000381469727,95.75,537,181,-100.29166666666669,37.958333333333336
381,0,231,23,60.68000030517578,557,236,-99.95833333333334,26.5416666666667
382,0,328,11.800000190734863,100.2300033569336,925,191,-95.29166666666669,39.70833333333333
383,0,1279,17.399999618530273,66.80999755859375,254,187,-105.625,29.79166666666669
384,0,674,8.899999618530273,106.5199966430664,580,163,-99.70833333333334,43.29166666666666
385,0,889,13,92.029998779296875,492,183,-100.875,37.375
386,0,218,9.100000381469727,93.75,947,159,-86.125,42.20833333333332
387,0,246,13,87.62999725341797,1135,180,-90.79166666666669,37.375
388,0,1826,5.099999904632568,90.01000213623047,339,91,-111.375,42.125
389,0,1554,6.900000095367432,89.839996337890625,430,104,-112.04166666666667,42.04166666666666
390,0,1304,15.100000381469727,72.69999694824219,311,176,-104.79166666666667,32.70833333333335
391,0,292,4.900000095367432,104.80000305175781,783,123,-87.79166666666669,45.79166666666665
392,0,856,8.5,102.9000015258789,410,151,-102.625,43.375
393,0,385,3.700000047683716,122.61000061035156,591,125,-95.79166666666669,47.625
394,0,50,16.399999618530273,80.470001220703125,1349,214,-90.54166666666669,34.375
395,0,180,17.100000381469727,80.01000213623047,1082,217,-96.04166666666669,33.291666666666686
396,0,1507,7.099999904632568,93.089996337890625,347,121,-105.54166666666667,43.54166666666666
397,0,2384,6.300000190734863,75.13999938964844,502,91,-104.45833333333334,36.958333333333336
398,0,1973,10.800000190734863,75.4000015258789,350,130,-105.54166666666667,34.29166666666668
399,0,366,9.300000190734863,91.45999908447266,999,152,-82.70833333333336,40.45833333333333
400,0,251,22.700000762939453,62.68000030517578,428,236,-100.125,26.875
401,0,358,12.600000381469727,80.79000091552734,1217,171,-83.375,37.29166666666667
402,0,656,18.799999237060547,72.79000091552734,448,217,-101.375,30.29166666666669
403,0,198,15.100000381469727,76.30000305175781,1432,189,-85.95833333333336,34.70833333333334
404,0,349,5.699999809265137,116.94000244140625,804,146,-92.29166666666669,45.375
